"provision_id","source_id","article","paragraph","point","heading","stable_pinpoint","cross_references","definitions_required","recitals_required"
"LAW-EU-2022-0868-A030-PTB","LAW-EU-2022-0868","30","","B","Conditional intermediation or altruism EDIB task","Article 30(b)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A030-PTC","LAW-EU-2022-0868","30","","C","Conditional intermediation or altruism EDIB task","Article 30(c)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A030-PTJ","LAW-EU-2022-0868","30","","J","Conditional intermediation or altruism EDIB task","Article 30(j)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2022-0868-A030-PTL","LAW-EU-2022-0868","30","","L","Conditional intermediation or altruism EDIB task","Article 30(l)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A002-PT01","LAW-EU-2019-0790","2","","1","Research organisation definition","Article 2 1","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A002-PT02","LAW-EU-2019-0790","2","","2","Text and data mining definition","Article 2 2","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A002-PT03","LAW-EU-2019-0790","2","","3","Cultural heritage institution definition","Article 2 3","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R008","LAW-EU-2019-0790","RECITAL","","8","TDM interpretive context","Recital 8","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R009","LAW-EU-2019-0790","RECITAL","","9","TDM interpretive context","Recital 9","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R010","LAW-EU-2019-0790","RECITAL","","10","TDM interpretive context","Recital 10","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R011","LAW-EU-2019-0790","RECITAL","","11","TDM interpretive context","Recital 11","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R012","LAW-EU-2019-0790","RECITAL","","12","TDM interpretive context","Recital 12","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R013","LAW-EU-2019-0790","RECITAL","","13","TDM interpretive context","Recital 13","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R014","LAW-EU-2019-0790","RECITAL","","14","TDM interpretive context","Recital 14","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R015","LAW-EU-2019-0790","RECITAL","","15","TDM interpretive context","Recital 15","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R016","LAW-EU-2019-0790","RECITAL","","16","TDM interpretive context","Recital 16","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R017","LAW-EU-2019-0790","RECITAL","","17","TDM interpretive context","Recital 17","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-R018","LAW-EU-2019-0790","RECITAL","","18","TDM interpretive context","Recital 18","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A003-P01","LAW-EU-2019-0790","3","1","","Scientific-research TDM exception","Article 3(1)","DEP-DSM-DB-005A;DEP-DSM-DB-0071;DEP-DSM-INFOSOC-002;LAW-EU-2019-0790-A015-P01","LAW-EU-2019-0790-A002-PT01;LAW-EU-2019-0790-A002-PT02;LAW-EU-2019-0790-A002-PT03","LAW-EU-2019-0790-R008;LAW-EU-2019-0790-R009;LAW-EU-2019-0790-R010;LAW-EU-2019-0790-R011;LAW-EU-2019-0790-R012;LAW-EU-2019-0790-R013;LAW-EU-2019-0790-R014;LAW-EU-2019-0790-R015;LAW-EU-2019-0790-R016;LAW-EU-2019-0790-R017;LAW-EU-2019-0790-R018"
"LAW-EU-2019-0790-A003-P02-S01","LAW-EU-2019-0790","3","2","S01","Secure storage of Article 3 copies","Article 3(2) S01","NONE_IDENTIFIED","LAW-EU-2019-0790-A002-PT01;LAW-EU-2019-0790-A002-PT02;LAW-EU-2019-0790-A002-PT03","LAW-EU-2019-0790-R015"
"LAW-EU-2019-0790-A003-P02-S02","LAW-EU-2019-0790","3","2","S02","Retention of Article 3 copies","Article 3(2) S02","NONE_IDENTIFIED","LAW-EU-2019-0790-A002-PT01;LAW-EU-2019-0790-A002-PT02;LAW-EU-2019-0790-A002-PT03","LAW-EU-2019-0790-R015"
"LAW-EU-2019-0790-A003-P03-S01","LAW-EU-2019-0790","3","3","S01","Rightholder security and integrity measures","Article 3(3) S01","NONE_IDENTIFIED","LAW-EU-2019-0790-A002-PT01;LAW-EU-2019-0790-A002-PT02;LAW-EU-2019-0790-A002-PT03","LAW-EU-2019-0790-R016"
"LAW-EU-2019-0790-A003-P03-S02","LAW-EU-2019-0790","3","3","S02","Necessity limit on rightholder measures","Article 3(3) S02","NONE_IDENTIFIED","LAW-EU-2019-0790-A002-PT01;LAW-EU-2019-0790-A002-PT02;LAW-EU-2019-0790-A002-PT03","LAW-EU-2019-0790-R016"
"LAW-EU-2019-0790-A003-P04","LAW-EU-2019-0790","3","4","","Article 3 best practices","Article 3(4)","NONE_IDENTIFIED","LAW-EU-2019-0790-A002-PT01;LAW-EU-2019-0790-A002-PT02;LAW-EU-2019-0790-A002-PT03","LAW-EU-2019-0790-R016"
"LAW-EU-2019-0790-A004-P01","LAW-EU-2019-0790","4","1","","General TDM exception or limitation","Article 4(1)","DEP-DSM-DB-005A;DEP-DSM-DB-0071;DEP-DSM-INFOSOC-002;DEP-DSM-SOFTWARE-0041AB;LAW-EU-2019-0790-A015-P01;LAW-EU-2019-0790-A004-P03","LAW-EU-2019-0790-A002-PT02","LAW-EU-2019-0790-R018"
"LAW-EU-2019-0790-A004-P02","LAW-EU-2019-0790","4","2","","Retention under Article 4","Article 4(2)","NONE_IDENTIFIED","LAW-EU-2019-0790-A002-PT02","LAW-EU-2019-0790-R018"
"LAW-EU-2019-0790-A004-P03","LAW-EU-2019-0790","4","3","","Express reservation of Article 4 rights","Article 4(3)","NONE_IDENTIFIED","LAW-EU-2019-0790-A002-PT02","LAW-EU-2019-0790-R018"
"LAW-EU-2019-0790-A004-P04","LAW-EU-2019-0790","4","4","","Article 3 preserved","Article 4(4)","NONE_IDENTIFIED","LAW-EU-2019-0790-A002-PT01;LAW-EU-2019-0790-A002-PT02;LAW-EU-2019-0790-A002-PT03","LAW-EU-2019-0790-R018"
"LAW-EU-2019-0790-A007-P01","LAW-EU-2019-0790","7","1","","Contractual override prohibited for Article 3","Article 7(1)","LAW-EU-2019-0790-A003-P01","LAW-EU-2019-0790-A002-PT01;LAW-EU-2019-0790-A002-PT02;LAW-EU-2019-0790-A002-PT03","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A007-P02","LAW-EU-2019-0790","7","2","","Three-step test and technological-measures dependency","Article 7(2)","DEP-DSM-INFOSOC-0055;DEP-DSM-INFOSOC-0064","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A015-P01","LAW-EU-2019-0790","15","1","","Press-publication right dependency","Article 15(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A028","LAW-EU-2019-0790","28","","","Personal-data interface","Article 28","DEP-DSM-GDPR;DEP-DSM-EPRIVACY","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A029-P01","LAW-EU-2019-0790","29","1","","National transposition deadline","Article 29(1)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A029-P02","LAW-EU-2019-0790","29","2","","Communication of national measures","Article 29(2)","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A031","LAW-EU-2019-0790","31","","","Entry into force","Article 31","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A032","LAW-EU-2019-0790","32","","","Member-State addressees","Article 32","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A005","LAW-EU-2019-0790","5","","","Digital teaching exception","Article 5","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
"LAW-EU-2019-0790-A006","LAW-EU-2019-0790","6","","","Cultural-heritage preservation exception","Article 6","NONE_IDENTIFIED","NONE_IDENTIFIED","NONE_IDENTIFIED"
